Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Paralog count	Ortholog count	
PBANKA_0621000	PBANKA_0621000.1	Plasmodium berghei ANKA	PbANKA_06_v3:836,587..837,252(-)	dynactin subunit 5, putative	PF3D7_0723500	0	45	
PBANKA_0621100	PBANKA_0621100.1	Plasmodium berghei ANKA	PbANKA_06_v3:838,503..839,245(+)	proteasome assembly chaperone 4, putative	PF3D7_0723600	0	45	
PBANKA_0621200	PBANKA_0621200.1	Plasmodium berghei ANKA	PbANKA_06_v3:839,885..842,257(+)	metallo-hydrolase/oxidoreductase, putative	PF3D7_0723700,PF3D7_1465300	1	93	
PBANKA_0621400	PBANKA_0621400.1	Plasmodium berghei ANKA	PbANKA_06_v3:849,876..853,581(-)	RNA-binding protein, putative	PF3D7_0723900	0	42	
PBANKA_0621600	PBANKA_0621600.1	Plasmodium berghei ANKA	PbANKA_06_v3:861,848..864,078(-)	conserved Plasmodium protein, unknown function	PF3D7_0215600	7	148	
PBANKA_0621700	PBANKA_0621700.1	Plasmodium berghei ANKA	PbANKA_06_v3:867,531..868,799(-)	type 2A phosphatase-associated protein 42, putative	PF3D7_0724200	0	45	
PBANKA_0621800	PBANKA_0621800.1	Plasmodium berghei ANKA	PbANKA_06_v3:869,696..870,883(+)	ubiquinone biosynthesis O-methyltransferase, putative	PF3D7_0724300	0	45	
PBANKA_0621900	PBANKA_0621900.1	Plasmodium berghei ANKA	PbANKA_06_v3:871,703..872,142(+)	mitochondrial import inner membrane translocase subunit TIM14, putative	PF3D7_0724400	0	43	
PBANKA_0622000	PBANKA_0622000.1	Plasmodium berghei ANKA	PbANKA_06_v3:872,823..874,298(+)	conserved Plasmodium protein, unknown function	PF3D7_0724500	0	47	
PBANKA_0622100	PBANKA_0622100.1	Plasmodium berghei ANKA	PbANKA_06_v3:874,748..880,355(-)	protein kinase, putative	PF3D7_0309200,PF3D7_0605300	3	123	
PBANKA_0622200	PBANKA_0622200.1	Plasmodium berghei ANKA	PbANKA_06_v3:882,387..892,432(-)	bromodomain protein 6, putative	PF3D7_0724700	0	39	
PBANKA_0622300	PBANKA_0622300.1	Plasmodium berghei ANKA	PbANKA_06_v3:893,514..895,038(-)	kelch domain-containing protein, putative	PF3D7_0724800	0	45	
PBANKA_0622500	PBANKA_0622500.1	Plasmodium berghei ANKA	PbANKA_06_v3:904,782..907,418(-)	exonuclease I, putative	PF3D7_0725000	0	46	
PBANKA_0622600	PBANKA_0622600.1	Plasmodium berghei ANKA	PbANKA_06_v3:908,915..913,203(+)	conserved Plasmodium protein, unknown function	PF3D7_0725100	0	32	
PBANKA_0622700	PBANKA_0622700.1	Plasmodium berghei ANKA	PbANKA_06_v3:913,634..914,499(+)	mago nashi protein homologue, putative	PF3D7_0725200	0	45	
PBANKA_0622800	PBANKA_0622800.1	Plasmodium berghei ANKA	PbANKA_06_v3:914,920..917,518(-)	conserved protein, unknown function	PF3D7_0725300	0	45	
PBANKA_0622900	PBANKA_0622900.1	Plasmodium berghei ANKA	PbANKA_06_v3:921,091..921,843(+)	conserved Plasmodium protein, unknown function	PF3D7_0725400	0	45	
PBANKA_0623200	PBANKA_0623200.1	Plasmodium berghei ANKA	PbANKA_06_v3:948,561..950,297(+)	lysophospholipase, putative	PF3D7_0702200,PF3D7_0709700,PF3D7_0936700,PF3D7_0937200,PF3D7_1038900,PF3D7_1252600,PF3D7_1401500,PF3D7_1476700,PF3D7_1476800	3	460	
PBANKA_0623300	PBANKA_0623300.1	Plasmodium berghei ANKA	PbANKA_06_v3:951,400..952,526(-)	tryptophan-rich protein	PF3D7_0102700,PF3D7_0830500,PF3D7_1319000	4	429	
PBANKA_0623400	PBANKA_0623400.1	Plasmodium berghei ANKA	PbANKA_06_v3:955,876..957,514(+)	fam-a protein	PF3D7_1463500	37	793	
PBANKA_0623500	PBANKA_0623500.1	Plasmodium berghei ANKA	PbANKA_06_v3:965,095..966,872(-)	fam-a protein	PF3D7_1463500	37	793	
PBANKA_0623700	PBANKA_0623700.1	Plasmodium berghei ANKA	PbANKA_06_v3:978,317..981,261(+)	PIR protein	PF3D7_0106000	1	59	
PBANKA_0700500	PBANKA_0700500.1	Plasmodium berghei ANKA	PbANKA_07_v3:39,752..41,243(+)	fam-a protein	PF3D7_1463500	37	793	
PBANKA_0700521	PBANKA_0700521.1	Plasmodium berghei ANKA	PbANKA_07_v3:42,938..44,513(+)	fam-a protein	PF3D7_1463500	37	793	
PBANKA_0700700	PBANKA_0700700.1	Plasmodium berghei ANKA	PbANKA_07_v3:59,803..60,631(+)	Plasmodium exported protein, unknown function	PF3D7_0301800	0	42	
PBANKA_0700800	PBANKA_0700800.1	Plasmodium berghei ANKA	PbANKA_07_v3:71,322..72,212(-)	Plasmodium exported protein (PHIST), unknown function	PF3D7_1200900	0	29	
PBANKA_0701300	PBANKA_0701300.1	Plasmodium berghei ANKA	PbANKA_07_v3:94,998..96,362(+)	prolyl 4-hydroxylase subunit alpha, putative	PF3D7_0829400	0	47	
PBANKA_0701400	PBANKA_0701400.1	Plasmodium berghei ANKA	PbANKA_07_v3:97,270..97,905(-)	U6 snRNA-associated Sm-like protein LSm8, putative	PF3D7_0829300	0	45	
PBANKA_0701500	PBANKA_0701500.1	Plasmodium berghei ANKA	PbANKA_07_v3:99,265..100,083(-)	prohibitin 1	PF3D7_0829200	0	45	
PBANKA_0701600	PBANKA_0701600.1	Plasmodium berghei ANKA	PbANKA_07_v3:101,182..102,725(-)	coiled-coil domain-containing protein 124, putative	PF3D7_0829100	0	45	
PBANKA_0701700	PBANKA_0701700.1	Plasmodium berghei ANKA	PbANKA_07_v3:103,758..108,783(-)	conserved Plasmodium protein, unknown function	PF3D7_0829000	0	35	
PBANKA_0701800	PBANKA_0701800.1	Plasmodium berghei ANKA	PbANKA_07_v3:111,357..112,187(+)	conserved protein, unknown function	PF3D7_0828900	0	44	
PBANKA_0701900	PBANKA_0701900.1	Plasmodium berghei ANKA	PbANKA_07_v3:114,560..116,437(+)	GPI-anchored micronemal antigen, putative	PF3D7_0828800	0	35	
PBANKA_0702000	PBANKA_0702000.1	Plasmodium berghei ANKA	PbANKA_07_v3:117,319..120,273(-)	conserved protein, unknown function	PF3D7_0828700	0	47	
PBANKA_0702100	PBANKA_0702100.1	Plasmodium berghei ANKA	PbANKA_07_v3:122,665..124,484(+)	folate transporter 1, putative	PF3D7_0828600,PF3D7_1116500	1	91	
PBANKA_0702200	PBANKA_0702200.1	Plasmodium berghei ANKA	PbANKA_07_v3:125,354..126,813(+)	translation initiation factor eIF-2B subunit alpha, putative	PF3D7_0828500	0	45	
PBANKA_0702300	PBANKA_0702300.1	Plasmodium berghei ANKA	PbANKA_07_v3:128,222..129,493(+)	mitochondrial inner membrane protein OXA1, putative	PF3D7_0828400	0	45	
PBANKA_0702400	PBANKA_0702400.1	Plasmodium berghei ANKA	PbANKA_07_v3:131,004..132,629(+)	conserved protein, unknown function	PF3D7_0828300	0	44	
PBANKA_0702500	PBANKA_0702500.1	Plasmodium berghei ANKA	PbANKA_07_v3:132,890..136,501(-)	leucine--tRNA ligase, putative	PF3D7_0828200	0	45	
PBANKA_0702600	PBANKA_0702600.1	Plasmodium berghei ANKA	PbANKA_07_v3:137,124..139,976(+)	conserved Plasmodium protein, unknown function	PF3D7_0828100	0	38	
PBANKA_0702700	PBANKA_0702700.1	Plasmodium berghei ANKA	PbANKA_07_v3:140,162..141,457(-)	rhomboid protease ROM3	PF3D7_0828000,PF3D7_1114100	1	95	
PBANKA_0702800	PBANKA_0702800.1	Plasmodium berghei ANKA	PbANKA_07_v3:143,845..145,402(+)	protein disulfide-isomerase, putative	PF3D7_0827900	0	47	
PBANKA_0702900	PBANKA_0702900.1	Plasmodium berghei ANKA	PbANKA_07_v3:146,338..152,472(-)	SET domain protein, putative	PF3D7_0827800,PF3D7_1112400	1	89	
PBANKA_0703200	PBANKA_0703200.1	Plasmodium berghei ANKA	PbANKA_07_v3:162,422..163,375(-)	ribosomal protein L21, apicoplast, putative	PF3D7_0827500,PF3D7_1422100	1	90	
PBANKA_0703300	PBANKA_0703300.1	Plasmodium berghei ANKA	PbANKA_07_v3:164,531..165,172(-)	conserved protein, unknown function	PF3D7_0827400	0	44	
PBANKA_0703600	PBANKA_0703600.1	Plasmodium berghei ANKA	PbANKA_07_v3:171,379..174,600(-)	translation initiation factor IF-2, putative	PF3D7_0516600,PF3D7_0827100	1	90	
PBANKA_0703700	PBANKA_0703700.1	Plasmodium berghei ANKA	PbANKA_07_v3:175,716..178,931(+)	ATP-dependent RNA helicase DBP10, putative	PF3D7_0827000	0	45	
PBANKA_0703900	PBANKA_0703900.1	Plasmodium berghei ANKA	PbANKA_07_v3:184,777..186,319(+)	receptor for activated c kinase, putative	PF3D7_0826700	0	45	
PBANKA_0704000	PBANKA_0704000.1	Plasmodium berghei ANKA	PbANKA_07_v3:187,108..187,932(+)	SNARE protein, putative	PF3D7_0826600	0	45	
PBANKA_0704100	PBANKA_0704100.1	Plasmodium berghei ANKA	PbANKA_07_v3:188,892..192,548(-)	ubiquitin conjugation factor E4 B, putative	PF3D7_0826500	0	42	
PBANKA_0704200	PBANKA_0704200.1	Plasmodium berghei ANKA	PbANKA_07_v3:194,741..196,675(+)	cis-prenyltransferase, putative	PF3D7_0826400	0	46	
PBANKA_0704300	PBANKA_0704300.1	Plasmodium berghei ANKA	PbANKA_07_v3:197,195..198,319(-)	SPRY domain, putative	PF3D7_0826300	0	45	
PBANKA_0704400	PBANKA_0704400.1	Plasmodium berghei ANKA	PbANKA_07_v3:200,318..201,631(+)	alpha/beta hydrolase, putative	PF3D7_0826200,PF3D7_1401300	0	68	
PBANKA_0704500	PBANKA_0704500.1	Plasmodium berghei ANKA	PbANKA_07_v3:204,107..226,549(+)	HECT-like E3 ubiquitin ligase, putative	PF3D7_0826100	0	47	
PBANKA_0704600	PBANKA_0704600.1	Plasmodium berghei ANKA	PbANKA_07_v3:227,114..229,693(-)	conserved Plasmodium protein, unknown function	PF3D7_0826000	0	33	
PBANKA_0704800	PBANKA_0704800.1	Plasmodium berghei ANKA	PbANKA_07_v3:234,041..235,201(-)	PH-like domain-containing protein, putative	PF3D7_0825800	0	44	
PBANKA_0704900	PBANKA_0704900.1	Plasmodium berghei ANKA	PbANKA_07_v3:236,271..237,140(+)	crystalloid-specific PH domain-containing protein, putative	PF3D7_0825700	0	44	
PBANKA_0705000	PBANKA_0705000.1	Plasmodium berghei ANKA	PbANKA_07_v3:237,979..238,236(+)	cytochrome c oxidase assembly factor 5, putative	PF3D7_0825600	0	43	
PBANKA_0705100	PBANKA_0705100.1	Plasmodium berghei ANKA	PbANKA_07_v3:238,773..240,665(-)	protein KRI1, putative	PF3D7_0825500	0	44	
PBANKA_0705200	PBANKA_0705200.1	Plasmodium berghei ANKA	PbANKA_07_v3:241,755..242,851(-)	ATP synthase-associated protein, putative	PF3D7_0825400	0	43	
PBANKA_0705300	PBANKA_0705300.1	Plasmodium berghei ANKA	PbANKA_07_v3:243,543..243,998(+)	SAYSvFN domain-containing protein, putative	PF3D7_0825300	0	44	
PBANKA_0705400	PBANKA_0705400.1	Plasmodium berghei ANKA	PbANKA_07_v3:244,414..245,233(-)	translation initiation factor IF-3, putative	PF3D7_0825200	0	45	
PBANKA_0705500	PBANKA_0705500.1	Plasmodium berghei ANKA	PbANKA_07_v3:245,849..247,090(-)	ankyrin-repeat protein, putative	PF3D7_0825100	0	45	
PBANKA_0705700	PBANKA_0705700.1	Plasmodium berghei ANKA	PbANKA_07_v3:255,380..258,487(+)	conserved Plasmodium protein, unknown function	PF3D7_0824900	0	34	
PBANKA_0705800	PBANKA_0705800.1	Plasmodium berghei ANKA	PbANKA_07_v3:258,799..262,182(-)	conserved Plasmodium protein, unknown function	PF3D7_0824800	0	37	
PBANKA_0705900	PBANKA_0705900.1	Plasmodium berghei ANKA	PbANKA_07_v3:262,909..266,515(-)	lipase maturation factor, putative	PF3D7_0824700	0	44	
PBANKA_0706000	PBANKA_0706000.1	Plasmodium berghei ANKA	PbANKA_07_v3:267,568..268,891(-)	Fe-S cluster assembly protein DRE2, putative	PF3D7_0824600	0	45	
PBANKA_0706100	PBANKA_0706100.1	Plasmodium berghei ANKA	PbANKA_07_v3:269,931..271,228(-)	conserved protein, unknown function	PF3D7_0824500	0	46	
PBANKA_0706200	PBANKA_0706200.1	Plasmodium berghei ANKA	PbANKA_07_v3:272,118..273,782(+)	nucleoside transporter 2, putative	PF3D7_0824400	0	45	
PBANKA_0706300	PBANKA_0706300.1	Plasmodium berghei ANKA	PbANKA_07_v3:274,629..276,881(+)	GTP-binding protein Obg2, putative	PF3D7_0824300	0	45	
PBANKA_0706400	PBANKA_0706400.1	Plasmodium berghei ANKA	PbANKA_07_v3:277,306..280,985(-)	conserved Plasmodium protein, unknown function	PF3D7_0824200	0	45	
PBANKA_0706500	PBANKA_0706500.1	Plasmodium berghei ANKA	PbANKA_07_v3:282,153..283,373(-)	3'-5' exonuclease, putative	PF3D7_0824100	0	45	
PBANKA_0706600	PBANKA_0706600.1	Plasmodium berghei ANKA	PbANKA_07_v3:284,380..286,767(+)	conserved Plasmodium protein, unknown function	PF3D7_1450300	1	44	
PBANKA_0706700	PBANKA_0706700.1	Plasmodium berghei ANKA	PbANKA_07_v3:288,025..288,984(-)	dicarboxylate/tricarboxylate carrier, putative	PF3D7_0823900	0	45	
PBANKA_0706800	PBANKA_0706800.1	Plasmodium berghei ANKA	PbANKA_07_v3:289,951..291,891(-)	DnaJ protein, putative	PF3D7_0823800	0	45	
PBANKA_0706900	PBANKA_0706900.1	Plasmodium berghei ANKA	PbANKA_07_v3:293,112..293,663(+)	mitochondrial import receptor subunit TOM7, putative	PF3D7_0823700	0	43	
PBANKA_0707000	PBANKA_0707000.1	Plasmodium berghei ANKA	PbANKA_07_v3:294,407..295,693(+)	lipoate-protein ligase B	PF3D7_0823600	0	45	
PBANKA_0707100	PBANKA_0707100.1	Plasmodium berghei ANKA	PbANKA_07_v3:296,800..298,284(+)	inner membrane complex protein 1i	PF3D7_0823500	0	45	
PBANKA_0707200	PBANKA_0707200.1	Plasmodium berghei ANKA	PbANKA_07_v3:298,730..300,778(-)	alpha/beta hydrolase, putative	PF3D7_0823400	0	46	
PBANKA_0707300	PBANKA_0707300.1	Plasmodium berghei ANKA	PbANKA_07_v3:301,494..305,672(-)	histone acetyltransferase GCN5, putative	PF3D7_0823300	0	45	
PBANKA_0707400	PBANKA_0707400.1	Plasmodium berghei ANKA	PbANKA_07_v3:309,068..310,110(+)	RNA-binding protein, putative	PF3D7_0823200	1	69	
PBANKA_0707500	PBANKA_0707500.1	Plasmodium berghei ANKA	PbANKA_07_v3:312,344..313,700(+)	RWD domain-containing protein, putative	PF3D7_0823100	0	45	
PBANKA_0707600	PBANKA_0707600.1	Plasmodium berghei ANKA	PbANKA_07_v3:314,453..318,792(+)	serine/threonine protein kinase VPS15, putative	PF3D7_0823000	0	43	
PBANKA_0707700	PBANKA_0707700.1	Plasmodium berghei ANKA	PbANKA_07_v3:320,619..324,059(+)	conserved Plasmodium protein, unknown function	PF3D7_1349300	3	49	
PBANKA_0707800	PBANKA_0707800.1	Plasmodium berghei ANKA	PbANKA_07_v3:324,552..325,520(-)	U5 small nuclear ribonucleoprotein 40 kDa protein, putative	PF3D7_0822800	0	47	
PBANKA_0707900	PBANKA_0707900.1	Plasmodium berghei ANKA	PbANKA_07_v3:327,594..330,284(+)	thrombospondin-related protein 1	PF3D7_0822700	0	43	
PBANKA_0708000	PBANKA_0708000.1	Plasmodium berghei ANKA	PbANKA_07_v3:330,576..332,985(-)	protein transport protein SEC23, putative	PF3D7_0822600	0	46	
PBANKA_0708100	PBANKA_0708100.1	Plasmodium berghei ANKA	PbANKA_07_v3:335,529..336,667(+)	dynein light chain 1	PF3D7_0822500	0	45	
PBANKA_0708200	PBANKA_0708200.1	Plasmodium berghei ANKA	PbANKA_07_v3:336,745..339,093(-)	conserved Plasmodium protein, unknown function	PF3D7_0822400	0	47	
PBANKA_0708400	PBANKA_0708400.1	Plasmodium berghei ANKA	PbANKA_07_v3:340,657..341,119(+)	small nuclear ribonucleoprotein G, putative	PF3D7_0822300	0	45	
PBANKA_0708700	PBANKA_0708700.1	Plasmodium berghei ANKA	PbANKA_07_v3:347,859..348,650(+)	mediator of RNA polymerase II transcription subunit 7, putative	PF3D7_0822100	0	45	
PBANKA_0708800	PBANKA_0708800.1	Plasmodium berghei ANKA	PbANKA_07_v3:349,122..351,033(-)	ribosomal protein L4, mitochondrial, putative	PF3D7_0822000	0	45	
PBANKA_0708900	PBANKA_0708900.1	Plasmodium berghei ANKA	PbANKA_07_v3:351,664..352,390(+)	conserved protein, unknown function	PF3D7_0821900	0	45	
PBANKA_0709000	PBANKA_0709000.1	Plasmodium berghei ANKA	PbANKA_07_v3:352,935..353,449(-)	protein transport protein SEC61 subunit beta, putative	PF3D7_0821800	0	45	
PBANKA_0709100	PBANKA_0709100.1	Plasmodium berghei ANKA	PbANKA_07_v3:355,109..355,741(-)	60S ribosomal protein L22, putative	PF3D7_0821700	0	45	
PBANKA_0709200	PBANKA_0709200.1	Plasmodium berghei ANKA	PbANKA_07_v3:357,475..359,217(-)	polyribonucleotide 5'-hydroxyl-kinase Clp1, putative	PF3D7_0821600	0	45	
PBANKA_0709300	PBANKA_0709300.1	Plasmodium berghei ANKA	PbANKA_07_v3:360,077..360,772(+)	ribosomal RNA small subunit methyltransferase NEP1, putative	PF3D7_0821500	0	44	
PBANKA_0709400	PBANKA_0709400.1	Plasmodium berghei ANKA	PbANKA_07_v3:361,874..362,625(-)	conserved Plasmodium protein, unknown function	PF3D7_0821400	0	42	
PBANKA_0709500	PBANKA_0709500.1	Plasmodium berghei ANKA	PbANKA_07_v3:365,789..368,355(+)	ATP-dependent RNA helicase DHX36, putative	PF3D7_0821300	0	47	
PBANKA_0709600	PBANKA_0709600.1	Plasmodium berghei ANKA	PbANKA_07_v3:368,595..369,257(-)	conserved protein, unknown function	PF3D7_0821200	0	45	
PBANKA_0709700	PBANKA_0709700.1	Plasmodium berghei ANKA	PbANKA_07_v3:370,984..373,556(-)	protein kinase 1	PF3D7_0312400	1	58	
PBANKA_0709800	PBANKA_0709800.1	Plasmodium berghei ANKA	PbANKA_07_v3:376,654..378,736(-)	conserved Plasmodium protein, unknown function	PF3D7_0821000	0	50	
PBANKA_0709900	PBANKA_0709900.1	Plasmodium berghei ANKA	PbANKA_07_v3:381,692..385,539(+)	conserved Plasmodium protein, unknown function	PF3D7_0820900	0	31	
PBANKA_0710000	PBANKA_0710000.1	Plasmodium berghei ANKA	PbANKA_07_v3:385,893..388,037(+)	conserved Plasmodium protein, unknown function	PF3D7_0820800	0	40	
PBANKA_0710100	PBANKA_0710100.1	Plasmodium berghei ANKA	PbANKA_07_v3:388,509..391,772(-)	2-oxoglutarate dehydrogenase E1 component, putative	PF3D7_0820700	0	46	
PBANKA_0710200	PBANKA_0710200.1	Plasmodium berghei ANKA	PbANKA_07_v3:392,940..394,555(-)	conserved protein, unknown function	PF3D7_0820600	0	45	
PBANKA_0710300	PBANKA_0710300.1	Plasmodium berghei ANKA	PbANKA_07_v3:395,649..397,766(-)	protein transport protein YIF1, putative	PF3D7_0820500	0	39	
PBANKA_0710400	PBANKA_0710400.1	Plasmodium berghei ANKA	PbANKA_07_v3:399,051..400,605(-)	conserved Plasmodium protein, unknown function	PF3D7_0820400	0	45	
PBANKA_0710600	PBANKA_0710600.1	Plasmodium berghei ANKA	PbANKA_07_v3:407,168..408,958(+)	phosphatidylglycerophosphate synthase, putative	PF3D7_0820200	0	45	
PBANKA_0710700	PBANKA_0710700.1	Plasmodium berghei ANKA	PbANKA_07_v3:410,168..411,716(+)	RNA-binding protein, putative	PF3D7_0820100	0	43	
PBANKA_0710800	PBANKA_0710800.1	Plasmodium berghei ANKA	PbANKA_07_v3:412,980..419,138(+)	Snf2-related CBP activator, putative	PF3D7_0820000	0	47	
PBANKA_0710900	PBANKA_0710900.1	Plasmodium berghei ANKA	PbANKA_07_v3:420,101..420,864(+)	U6 snRNA-associated Sm-like protein LSm3, putative	PF3D7_0819900	0	44	
PBANKA_0711100	PBANKA_0711100.1	Plasmodium berghei ANKA	PbANKA_07_v3:428,323..429,912(+)	conserved Plasmodium protein, unknown function	PF3D7_0819700	0	46	
PBANKA_0711200	PBANKA_0711200.1	Plasmodium berghei ANKA	PbANKA_07_v3:431,866..433,186(+)	ubiquitin-like protein, putative	PF3D7_0819600	0	44	
PBANKA_0711300	PBANKA_0711300.1	Plasmodium berghei ANKA	PbANKA_07_v3:433,886..436,596(-)	conserved protein, unknown function	PF3D7_0819500	1	51	
PBANKA_0711400	PBANKA_0711400.1	Plasmodium berghei ANKA	PbANKA_07_v3:437,704..439,752(-)	perforin-like protein 4	PF3D7_0819400	0	46	
PBANKA_0711500	PBANKA_0711500.1	Plasmodium berghei ANKA	PbANKA_07_v3:440,610..443,486(-)	conserved Plasmodium protein, unknown function	PF3D7_0819300	0	45	
PBANKA_0711600	PBANKA_0711600.1	Plasmodium berghei ANKA	PbANKA_07_v3:444,520..446,583(-)	perforin-like protein 5	PF3D7_0819200	0	45	
PBANKA_0711700	PBANKA_0711700.1	Plasmodium berghei ANKA	PbANKA_07_v3:447,602..448,621(-)	BRIX domain, putative	PF3D7_0819100	0	44	
PBANKA_0711800	PBANKA_0711800.1	Plasmodium berghei ANKA	PbANKA_07_v3:449,926..453,935(+)	ribonuclease, putative	PF3D7_0819000	0	18	
PBANKA_0711900	PBANKA_0711900.1	Plasmodium berghei ANKA	PbANKA_07_v3:454,582..456,663(-)	heat shock protein 70	PF3D7_0818900,PF3D7_0831700,PF3D7_0917900	1	117	
PBANKA_0712000	PBANKA_0712000.1	Plasmodium berghei ANKA	PbANKA_07_v3:459,481..460,512(+)	U3 small nucleolar ribonucleoprotein protein IMP4, putative	PF3D7_0818800	0	44	
PBANKA_0712100	PBANKA_0712100.1	Plasmodium berghei ANKA	PbANKA_07_v3:462,724..466,531(+)	DNA helicase, putative	PF3D7_0818700	0	45	
PBANKA_0712200	PBANKA_0712200.1	Plasmodium berghei ANKA	PbANKA_07_v3:467,048..469,225(+)	BEM46-like protein, putative	PF3D7_0818600	0	46	
PBANKA_0712300	PBANKA_0712300.1	Plasmodium berghei ANKA	PbANKA_07_v3:471,059..471,887(-)	zinc finger protein, putative	PF3D7_0818500	0	46	
PBANKA_0712400	PBANKA_0712400.1	Plasmodium berghei ANKA	PbANKA_07_v3:475,835..476,615(+)	rRNA-processing protein FCF1, putative	PF3D7_0818400	0	44	
PBANKA_0712500	PBANKA_0712500.1	Plasmodium berghei ANKA	PbANKA_07_v3:476,992..479,180(-)	dynactin subunit 6, putative	PF3D7_0818300	0	46	
PBANKA_0712600	PBANKA_0712600.1	Plasmodium berghei ANKA	PbANKA_07_v3:480,414..481,905(-)	14-3-3 protein	PF3D7_0818200	0	46	
PBANKA_0712700	PBANKA_0712700.1	Plasmodium berghei ANKA	PbANKA_07_v3:484,712..486,766(-)	zinc finger protein, putative	PF3D7_0818100	0	45	
PBANKA_0712800	PBANKA_0712800.1	Plasmodium berghei ANKA	PbANKA_07_v3:488,391..489,476(-)	U4/U6.U5 small nuclear ribonucleoprotein, putative	PF3D7_0818000	0	45	
PBANKA_0712900	PBANKA_0712900.1	Plasmodium berghei ANKA	PbANKA_07_v3:493,607..493,903(+)	high mobility group protein B2	PF3D7_0817900	0	45	
PBANKA_0713000	PBANKA_0713000.1	Plasmodium berghei ANKA	PbANKA_07_v3:494,990..495,283(-)	conserved Plasmodium protein, unknown function	PF3D7_0817800	0	42	
PBANKA_0713100	PBANKA_0713100.1	Plasmodium berghei ANKA	PbANKA_07_v3:496,794..503,841(+)	rhoptry neck protein 5	PF3D7_0817700	0	48	
PBANKA_0713200	PBANKA_0713200.1	Plasmodium berghei ANKA	PbANKA_07_v3:505,213..508,321(+)	conserved protein, unknown function	PF3D7_0817600	0	45	
PBANKA_0713300	PBANKA_0713300.1	Plasmodium berghei ANKA	PbANKA_07_v3:508,673..510,011(-)	histidine triad nucleotide-binding protein 1, putative	PF3D7_0817500	0	45	
PBANKA_0713400	PBANKA_0713400.1	Plasmodium berghei ANKA	PbANKA_07_v3:510,740..512,881(+)	phosphatase, putative	PF3D7_0817400	0	38	
PBANKA_0713700	PBANKA_0713700.1	Plasmodium berghei ANKA	PbANKA_07_v3:526,187..528,394(-)	tRNA modification GTPase, putative	PF3D7_0817100	0	45	
PBANKA_0713800	PBANKA_0713800.1	Plasmodium berghei ANKA	PbANKA_07_v3:528,921..530,141(-)	NEDD8-activating enzyme E1 catalytic subunit, putative	PF3D7_0817000	0	43	
PBANKA_0713900	PBANKA_0713900.1	Plasmodium berghei ANKA	PbANKA_07_v3:530,833..531,660(-)	adenylate kinase 2, putative	PF3D7_0816900	0	44	
PBANKA_0714000	PBANKA_0714000.1	Plasmodium berghei ANKA	PbANKA_07_v3:533,360..534,985(+)	meiotic recombination protein DMC1	PF3D7_0816800,PF3D7_1107400	1	89	
PBANKA_0714100	PBANKA_0714100.1	Plasmodium berghei ANKA	PbANKA_07_v3:535,052..535,874(-)	trafficking protein particle complex subunit 2-like protein, putative	PF3D7_0816700	0	42	
PBANKA_0714200	PBANKA_0714200.1	Plasmodium berghei ANKA	PbANKA_07_v3:536,960..540,094(+)	chaperone protein ClpB1, putative	PF3D7_0816600,PF3D7_1116800	1	97	
PBANKA_0714300	PBANKA_0714300.1	Plasmodium berghei ANKA	PbANKA_07_v3:541,000..541,941(-)	small heat shock protein HSP20	PF3D7_0816500	0	46	
PBANKA_0714400	PBANKA_0714400.1	Plasmodium berghei ANKA	PbANKA_07_v3:543,400..544,538(-)	EF-hand calcium-binding domain-containing protein, putative	PF3D7_0816400	0	45	
PBANKA_0714500	PBANKA_0714500.1	Plasmodium berghei ANKA	PbANKA_07_v3:545,989..549,369(+)	HAP2-GCS1 domain-containing protein, putative	PF3D7_0816300	0	46	
