"# Program:featureCounts v2.0.0; Command:""featureCounts"" ""-T"" ""2"" ""-a"" ""/home/mahogny/mystore/ref_genome/pberghei/PlasmoDB-46_PbergheiANKA.gtf"" ""-o"" ""count.csv"" ""samp376_S376_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp49_S49_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp50_S50_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp51_S51_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp58_S58_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp59_S59_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp60_S60_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp61_S61_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp62_S62_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp63_S63_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp64_S64_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp65_S65_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp75_S75_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp76_S76_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp77_S77_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp78_S78_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp79_S79_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp80_S80_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam""";;;;;;;;;;;;;;;;;;;;;;;
Geneid;Chr;Start;End;Strand;Length;samp376_S376_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp49_S49_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp50_S50_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp51_S51_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp58_S58_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp59_S59_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp60_S60_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp61_S61_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp62_S62_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp63_S63_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp64_S64_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp65_S65_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp75_S75_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp76_S76_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp77_S77_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp78_S78_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp79_S79_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp80_S80_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam
PBANKA_0306700;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"232877;233123;233487;233787;234243;234444;234636;234858";"233017;233416;233695;234108;234367;234526;234756;236592";"-;-;-;-;-;-;-;-";3030;1980;144;135;111;189;276;245;108;286;146;5;0;59;24;26;1;14;4
PBANKA_0306800;"PbANKA_03_v3;PbANKA_03_v3";"239595;240801";"240709;241086";"-;-";1401;1555;194;194;133;70;241;176;75;332;145;24;6;11;562;369;401;715;125
PBANKA_0306900;PbANKA_03_v3;243883;244134;+;252;266;27;46;32;19;144;34;19;10;33;0;0;1;68;40;25;63;15
PBANKA_0307000;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"245832;246258;246518";"245852;246368;246676";"+;+;+";291;354;61;72;62;67;67;132;29;56;55;2;6;40;679;481;521;825;135
PBANKA_0307100;"PbANKA_03_v3;PbANKA_03_v3";"247008;247208";"247064;253564";"-;-";6414;2424;420;344;298;502;531;583;205;362;211;30;2;5;78;24;27;54;5
PBANKA_0307200;"PbANKA_03_v3;PbANKA_03_v3";"255838;256881";"256779;257309";"-;-";1371;1063;131;58;86;70;202;187;44;100;76;0;0;10;36;19;11;26;5
PBANKA_0307300;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"258253;258631;258813;259046";"258419;258710;258903;259067";"+;+;+;+";360;82;2;13;29;13;8;23;24;13;25;2;0;4;0;2;0;7;0
PBANKA_0307400;PbANKA_03_v3;259598;263575;+;3978;287;108;108;43;141;214;140;56;209;86;8;0;12;18;2;14;29;2
PBANKA_0307500;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"263666;264263;264557;265110;265490";"264133;264450;264932;265294;265613";"-;-;-;-;-";1341;586;83;115;148;90;136;119;59;105;37;5;0;25;18;14;4;10;0
PBANKA_0307600;PbANKA_03_v3;267347;268291;+;945;220;32;17;76;70;32;41;15;26;22;4;0;48;7;6;2;3;0
PBANKA_0307700;PbANKA_03_v3;268853;270040;-;1188;82;22;14;6;16;122;59;32;68;51;2;0;10;1;1;2;2;0
PBANKA_0307800;PbANKA_03_v3;272847;273695;-;849;406;38;40;16;57;76;63;30;34;46;11;4;3;70;50;60;87;26
PBANKA_0307900;PbANKA_03_v3;280868;284185;+;3318;684;55;24;98;68;217;148;79;83;64;12;0;0;8;4;5;12;0
PBANKA_0308000;PbANKA_03_v3;284581;285261;-;681;493;72;72;154;32;72;55;17;55;60;0;0;2;15;11;10;25;2
PBANKA_0308100;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"286038;286189;286375;286596;286756;287320";"286111;286259;286503;286669;287062;287546";"-;-;-;-;-;-";882;464;98;49;157;92;133;101;82;83;62;9;0;13;44;43;21;38;24
PBANKA_0308200;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"288142;288388;288594;289097;289315;289520;289857;290039";"288234;288456;288928;289210;289450;289651;289948;290183";"-;-;-;-;-;-;-;-";1116;381;80;55;83;88;150;157;17;103;63;11;0;0;11;11;7;8;6
PBANKA_0308300;PbANKA_03_v3;291742;295269;+;3528;854;182;126;96;201;271;182;79;77;70;8;2;43;30;17;20;47;4
PBANKA_0308400;PbANKA_03_v3;296883;297497;+;615;155;32;4;10;1;38;28;4;24;29;3;0;0;6;3;2;6;1
PBANKA_0308500;PbANKA_03_v3;298439;300649;+;2211;1022;122;80;193;97;214;201;49;165;85;11;0;2;23;24;19;25;13
PBANKA_0308600;PbANKA_03_v3;301862;303589;+;1728;1198;81;60;102;89;282;158;64;83;21;10;0;17;124;140;94;156;43
PBANKA_0308700;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"303859;305057;305315";"304954;305130;305317";"-;-;-";1173;55;39;0;30;13;38;59;2;20;52;1;0;4;11;0;8;16;0
PBANKA_0308800;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"306218;306910;307283";"306710;307110;307512";"+;+;+";924;342;26;46;41;87;54;91;20;39;54;5;0;6;8;4;8;9;4
PBANKA_0308900;"PbANKA_03_v3;PbANKA_03_v3";"309241;310545";"310405;312136";"+;+";2757;717;124;182;112;150;303;144;63;132;112;15;0;2;19;18;16;28;14
PBANKA_0309000;"PbANKA_03_v3;PbANKA_03_v3";"313276;313433";"313349;314147";"-;-";789;280;40;44;0;16;27;28;19;54;8;0;0;0;19;12;19;17;0
PBANKA_0309100;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"315531;315696;315961";"315607;315850;317015";"+;+;+";1287;1375;115;136;117;96;149;112;62;181;112;6;0;7;109;95;76;111;16
PBANKA_0309200;"PbANKA_03_v3;PbANKA_03_v3";"317436;318125";"317957;327310";"-;-";9708;942;263;88;271;298;540;292;180;283;151;15;0;10;55;28;14;65;6
PBANKA_0309400;PbANKA_03_v3;328848;339818;+;10971;2236;352;128;487;280;541;393;203;391;151;32;4;3;135;139;85;237;21
PBANKA_0309500;"PbANKA_03_v3;PbANKA_03_v3";"340792;341343";"341006;341874";"+;+";747;597;66;67;104;66;85;29;39;60;2;8;0;222;12;8;6;8;0
PBANKA_0309600;PbANKA_03_v3;342233;343264;-;1032;522;148;140;32;54;124;108;75;98;68;15;2;21;5;11;8;4;4
PBANKA_0309700;PbANKA_03_v3;343988;346024;+;2037;484;40;77;68;143;175;75;22;58;27;13;0;19;3;7;4;13;0
PBANKA_0309800;PbANKA_03_v3;346711;347754;+;1044;643;132;64;61;71;56;46;47;58;40;2;0;4;8;21;0;14;2
PBANKA_0309900;PbANKA_03_v3;348550;349050;+;501;113;55;32;15;1;53;15;5;54;4;2;0;7;10;4;11;17;0
PBANKA_0310000;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"350597;351010;351564";"350605;351415;352153";"+;+;+";1005;1693;141;115;123;94;240;164;66;110;73;7;0;13;170;156;110;196;44
PBANKA_0310100;"PbANKA_03_v3;PbANKA_03_v3";"353087;353479";"353374;353574";"-;-";384;447;67;80;46;26;61;45;13;57;27;1;2;10;17;20;19;38;10
PBANKA_0310200;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"353676;353849;354331";"353721;353935;354434";"-;-;-";237;90;6;35;5;47;48;28;22;26;16;1;0;2;8;7;36;26;9
PBANKA_0310300;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"354585;354993;355685;356158";"354693;355504;356017;356253";"+;+;+;+";1050;436;61;29;34;78;139;69;30;52;32;4;0;7;13;12;6;18;8
PBANKA_0310400;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"356238;356476;356939;357837;358102";"356327;356803;357724;357922;358188";"-;-;-;-;-";1377;481;56;48;145;83;132;72;46;60;43;6;0;15;19;7;18;11;0
PBANKA_0310500;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"358607;359077;359419;359649;359917;360161;360332;360705;360894;361190;361746;365140";"358933;359192;359551;359771;360036;360205;360509;360767;361025;361587;365024;366270";"-;-;-;-;-;-;-;-;-;-;-;-";6045;514;165;21;173;203;227;157;132;84;61;12;1;0;16;5;0;14;4
PBANKA_0310600;"PbANKA_03_v3;PbANKA_03_v3";"368048;368421";"368338;368594";"+;+";465;304;13;0;34;12;81;73;7;20;25;0;4;59;105;71;100;163;37
PBANKA_0310700;PbANKA_03_v3;369705;371705;+;2001;651;52;111;26;99;161;123;41;134;37;8;0;5;2;2;2;3;0
PBANKA_0310800;PbANKA_03_v3;372034;374520;-;2487;647;108;72;22;98;175;160;42;59;31;6;0;11;27;32;13;15;4
PBANKA_0310900;"PbANKA_03_v3;PbANKA_03_v3";"376168;376292";"376170;377920";"+;+";1632;1553;122;134;98;228;196;134;79;140;69;10;0;110;270;199;172;288;42
PBANKA_0311000;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"378263;378485;378932;379122";"378299;378834;379020;382812";"-;-;-;-";4167;4276;297;386;564;302;593;308;240;409;255;23;0;33;75;67;64;86;18
PBANKA_0311100;"PbANKA_03_v3;PbANKA_03_v3";"384682;385396";"385231;385484";"-;-";639;618;53;96;63;7;90;20;26;46;57;3;0;4;20;41;7;29;11
PBANKA_0311200;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"386377;386580;386793";"386451;386699;388283";"-;-;-";1686;684;59;22;46;18;154;72;39;89;41;4;6;23;45;48;53;72;21
PBANKA_0311300;PbANKA_03_v3;389469;390374;+;906;438;27;70;68;3;79;44;3;107;21;12;2;11;0;1;0;6;1
PBANKA_0311400;PbANKA_03_v3;392827;397779;+;4953;1872;147;166;322;199;275;270;163;209;78;4;0;109;12;2;0;8;2
PBANKA_0311500;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"398877;399053;399188;399382;399603;399810;400053;400328;400698";"398930;399105;399254;399477;399716;399876;400138;400476;400911";"-;-;-;-;-;-;-;-;-";900;637;23;11;89;20;55;86;32;47;50;5;0;25;2;2;0;1;0
PBANKA_0311600;"PbANKA_03_v3;PbANKA_03_v3";"403216;403592";"403405;407019";"+;+";3618;772;254;214;122;130;318;233;116;186;92;9;2;12;16;8;2;3;4
PBANKA_0311700;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"407928;408072;409823;410117;410304;410468";"407988;409726;409957;410224;410373;410523";"+;+;+;+;+;+";2085;901;68;46;20;99;220;107;72;76;60;8;0;277;179;141;32;92;20
PBANKA_0311800;PbANKA_03_v3;411074;413335;-;2262;2548;199;324;326;276;408;239;106;359;124;6;0;497;206;149;10;15;6
PBANKA_0311900;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"414261;414522;414765;414929;415517;415914;416086";"414319;414573;414840;415315;415746;415949;416145";"-;-;-;-;-;-;-";900;1609;179;202;193;235;376;254;112;226;130;12;0;13;6;6;2;20;1
PBANKA_0312000;PbANKA_03_v3;418038;418775;+;738;290;17;5;20;42;0;50;7;0;35;3;0;0;0;0;0;0;0
PBANKA_0312100;PbANKA_03_v3;419562;421979;-;2418;992;172;64;186;177;304;119;90;126;91;4;0;10;15;8;6;14;2
PBANKA_0312200;PbANKA_03_v3;424073;425704;+;1632;497;50;24;12;41;56;58;36;72;72;4;0;20;8;12;8;16;3
PBANKA_0312300;PbANKA_03_v3;426134;427177;-;1044;673;60;150;88;83;130;59;34;91;45;6;0;158;26;31;10;12;5
PBANKA_0312400;"PbANKA_03_v3;PbANKA_03_v3";"428710;428892";"428761;432778";"+;+";3939;8796;542;817;659;601;973;729;448;696;443;22;0;16;49;67;48;101;16
PBANKA_0312500;PbANKA_03_v3;433314;435761;-;2448;2003;126;220;112;201;272;254;104;230;75;10;0;6;24;10;12;16;2
PBANKA_0312600;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"436826;437048;437270;437489;437610;437851;438020;438241;438508;438659";"436907;437135;437357;437524;437702;437912;438151;438350;438566;438718";"-;-;-;-;-;-;-;-;-;-";810;381;63;29;42;65;23;118;62;28;34;2;0;39;5;5;2;9;3
PBANKA_0312700;PbANKA_03_v3;440439;444836;+;4398;1071;92;188;112;121;338;222;74;262;108;16;0;21;11;11;12;7;4
PBANKA_0312800;"PbANKA_03_v3;PbANKA_03_v3";"445101;445280";"445172;448585";"-;-";3378;737;158;274;128;105;323;135;58;200;70;8;0;0;8;6;5;18;2
PBANKA_0312900;"PbANKA_03_v3;PbANKA_03_v3";"449189;449438";"449254;450070";"-;-";699;184;43;41;16;27;137;24;39;27;15;4;0;0;4;9;2;13;2
PBANKA_0313000;PbANKA_03_v3;450626;453973;+;3348;363;135;40;114;72;102;75;40;47;26;3;0;9;7;18;14;19;2
PBANKA_0313100;PbANKA_03_v3;455123;457216;+;2094;1047;170;111;120;129;44;89;64;102;55;8;0;3;10;8;12;6;4
PBANKA_0313200;"PbANKA_03_v3;PbANKA_03_v3";"458055;458524";"458339;463068";"+;+";4830;806;122;65;196;217;188;54;125;192;117;7;0;15;10;2;0;20;6
PBANKA_0313300;PbANKA_03_v3;465211;466953;+;1743;1349;123;210;278;167;185;105;71;122;99;4;0;77;113;72;23;72;18
PBANKA_0313400;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"468186;468338;468510;468723;468921;469226;470112";"468224;468374;468631;468779;469109;469921;473291";"+;+;+;+;+;+;+";4320;553;67;46;161;144;96;160;41;155;64;8;0;49;6;12;10;18;0
PBANKA_0313500;PbANKA_03_v3;473899;476517;-;2619;624;131;74;49;84;140;116;48;71;63;12;0;0;8;4;2;0;0
PBANKA_0313600;PbANKA_03_v3;478002;479393;+;1392;288;19;50;34;13;10;27;34;84;22;4;0;6;0;0;0;0;0
PBANKA_0313700;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"479611;479793;480357;481475";"479714;480276;481267;482564";"-;-;-;-";2589;957;45;122;53;217;197;137;69;146;48;6;0;2;0;0;0;4;0
PBANKA_0313800;PbANKA_03_v3;484437;486083;+;1647;1747;227;226;172;135;234;177;36;156;69;6;0;4;127;87;109;186;39
PBANKA_0313900;PbANKA_03_v3;486308;490504;-;4197;426;239;70;84;144;192;172;118;176;69;16;0;4;8;4;10;12;4
PBANKA_0314000;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"491467;491860;492088";"491702;491993;492143";"-;-;-";426;154;55;8;38;62;67;9;36;5;26;2;0;4;2;0;0;0;0
PBANKA_0314100;"PbANKA_03_v3;PbANKA_03_v3";"493504;493692";"493590;494057";"+;+";453;478;14;12;98;39;102;20;35;73;26;5;2;39;16;13;29;73;14
PBANKA_0314200;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"496285;497587;497788;498009;498180";"497499;497686;497906;498086;498239";"+;+;+;+;+";1572;922;101;204;198;193;166;124;37;112;30;0;0;189;51;18;6;5;0
PBANKA_0314300;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"498867;499703;502701;502926;503157;503394;503689";"499613;502514;502828;502991;503267;503597;503910";"-;-;-;-;-;-;-";4290;820;154;187;115;168;166;215;77;225;125;18;0;7;19;7;7;12;1
PBANKA_0314400;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"504931;505416;505588;505923";"505195;505491;505779;506067";"-;-;-;-";678;778;58;4;6;46;79;21;44;65;19;7;0;4;10;12;14;14;4
PBANKA_0314500;PbANKA_03_v3;508148;508471;+;324;507;50;72;60;69;44;27;9;45;23;0;10;34;634;518;492;594;186
PBANKA_0314600;PbANKA_03_v3;509213;510727;-;1515;553;81;48;104;49;129;14;13;100;60;8;0;2;7;3;3;10;0
PBANKA_0314700;PbANKA_03_v3;512508;513500;+;993;696;20;94;83;79;85;103;41;177;45;3;3;2;29;32;46;38;30
PBANKA_0314800;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"514381;515208;515386;515590";"515087;515272;515451;515708";"+;+;+;+";957;290;17;48;97;46;121;59;22;73;18;5;0;6;0;2;0;0;0
PBANKA_0314900;PbANKA_03_v3;516040;518334;-;2295;607;177;216;169;113;183;126;86;102;122;2;2;9;30;33;23;53;12
PBANKA_0315000;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"520052;520554;520714;521267";"520335;520605;521145;521566";"-;-;-;-";1068;712;80;38;118;41;86;60;50;71;53;0;0;0;17;14;7;25;2
PBANKA_0315100;PbANKA_03_v3;522120;523619;-;1500;635;164;107;190;130;101;144;64;69;39;18;0;2;8;2;7;15;2
PBANKA_0315200;"PbANKA_03_v3;PbANKA_03_v3";"524591;524821";"524725;524991";"+;+";306;259;39;8;34;47;40;41;21;74;30;0;2;2;49;28;31;37;0
PBANKA_0315300;PbANKA_03_v3;525990;531287;+;5298;719;373;150;121;122;269;289;108;280;74;15;0;16;8;14;2;2;2
PBANKA_0315400;"PbANKA_03_v3;PbANKA_03_v3";"532243;533749";"533668;533765";"-;-";1443;229;53;6;11;50;168;50;37;31;32;2;0;4;13;23;12;17;6
PBANKA_0315410;PbANKA_03_v3;534899;535418;-;520;130;33;28;0;47;79;70;25;19;15;1;0;6;22;11;37;42;8
PBANKA_0315420;PbANKA_03_v3;535889;536009;-;121;46;1;0;13;4;23;0;2;17;5;0;0;0;2;4;0;2;0
PBANKA_0315430;PbANKA_03_v3;536346;536429;-;84;3;10;0;1;17;0;8;5;7;4;0;0;0;3;0;0;0;0
PBANKA_0315500;PbANKA_03_v3;537994;539184;+;1191;570;61;0;0;115;55;33;21;21;92;8;0;0;3;12;0;0;0
PBANKA_0315600;"PbANKA_03_v3;PbANKA_03_v3";"540466;540764";"540469;540936";"+;+";177;257;11;122;48;40;116;24;10;51;7;3;8;89;515;432;483;495;111
PBANKA_0315700;PbANKA_03_v3;541393;541794;-;402;24;1;14;0;10;9;10;4;3;11;1;0;0;4;1;0;6;0
PBANKA_0315800;"PbANKA_03_v3;PbANKA_03_v3";"543261;543524";"543417;543573";"+;+";207;70;0;0;3;21;0;24;2;0;1;4;0;14;39;23;22;32;11
PBANKA_0315900;"PbANKA_03_v3;PbANKA_03_v3";"544328;544886";"544794;545375";"-;-";957;574;95;54;94;96;142;60;67;87;54;3;0;146;42;17;8;30;2
PBANKA_0316000;PbANKA_03_v3;546414;548999;-;2586;1154;247;124;64;109;203;111;87;132;47;15;0;15;16;4;19;18;0
PBANKA_0316100;"PbANKA_03_v3;PbANKA_03_v3";"553245;553681";"553469;554232";"+;+";777;86;35;28;0;37;87;58;36;37;20;1;0;4;2;4;0;0;0
PBANKA_0316200;"PbANKA_03_v3;PbANKA_03_v3";"555784;556029";"555987;561044";"+;+";5220;7505;568;848;1036;653;1048;565;357;647;354;36;0;12;24;12;0;2;0
PBANKA_0316300;"PbANKA_03_v3;PbANKA_03_v3";"562854;563056";"562928;563799";"+;+";819;326;125;34;0;39;40;63;41;43;31;4;0;0;0;0;0;0;0
PBANKA_0316400;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"565120;565312;565474;566291";"565191;565471;566207;566413";"+;+;+;+";1089;613;61;104;51;55;95;151;35;57;19;2;0;0;1;2;0;1;0
PBANKA_0316500;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"566797;567089;567404;567412;567643;567798;568217";"566901;567307;567410;567496;567721;568050;568368";"-;-;-;-;-;-;-";900;590;109;61;62;106;87;101;15;73;45;5;0;0;0;0;0;0;0
PBANKA_0316600;"PbANKA_03_v3;PbANKA_03_v3";"569850;578114";"577987;578171";"-;-";8196;2267;256;272;417;344;439;365;215;416;203;14;0;4;6;4;2;4;0
PBANKA_0316650;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"580469;580603;580755;581025";"580600;580752;580937;581069";"+;+;+;+";510;468;20;58;93;53;43;119;28;41;66;4;0;0;0;0;0;0;0
PBANKA_0316700;"PbANKA_03_v3;PbANKA_03_v3";"582481;582723";"582549;583235";"+;+";582;803;26;78;134;31;207;58;44;45;30;3;0;2;0;0;0;2;2
PBANKA_0316800;"PbANKA_03_v3;PbANKA_03_v3";"585675;585871";"585746;586962";"+;+";1164;1238;107;248;215;99;250;132;35;147;36;3;0;0;0;0;0;0;0
PBANKA_0316821;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"589585;589862;590182;590453";"589698;590089;590291;590504";"-;-;-;-";504;512;34;16;56;71;74;27;16;24;26;4;0;0;0;0;0;0;0
PBANKA_0316841;"PbANKA_03_v3;PbANKA_03_v3";"592234;592475";"592302;593185";"+;+";780;905;98;0;0;78;113;65;36;79;27;2;0;1;2;0;0;3;0
PBANKA_0316861;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"596181;596302;597231";"596195;597141;597317";"+;+;+";942;565;84;96;114;79;105;98;29;64;38;2;0;0;4;0;0;0;0
PBANKA_0316900;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"599607;599802;600819";"599663;600728;600893";"+;+;+";1059;498;67;38;66;24;33;51;64;82;26;2;0;0;0;0;0;0;0
PBANKA_0316921;"PbANKA_03_v3;PbANKA_03_v3";"603128;603364";"603196;604041";"+;+";747;44;5;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0
PBANKA_0316941;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"606686;606820;607708";"606700;607623;607797";"+;+;+";909;36;0;0;4;0;0;0;0;12;0;0;0;0;0;0;0;0;0
PBANKA_0316961;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"609277;609577;609886;610160;610432;610730";"609381;609807;609995;610228;610532;610845";"-;-;-;-;-;-";732;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
PBANKA_0316981;"PbANKA_03_v3;PbANKA_03_v3";"612064;620464";"620324;620515";"-;-";8313;292;58;56;50;57;180;78;28;32;57;1;0;2;0;0;0;3;0
PBANKA_0317001;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"626054;626176;627024";"626068;626934;627158";"+;+;+";909;329;42;103;28;148;86;35;55;73;71;3;0;0;2;0;0;0;0
PBANKA_0317021;"PbANKA_03_v3;PbANKA_03_v3";"628972;629214";"629040;629888";"+;+";744;311;51;222;8;63;29;95;51;81;85;5;0;0;0;0;0;0;0
PBANKA_0317041;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"632815;632967;633950";"632829;633860;634036";"+;+;+";996;385;103;30;75;95;30;95;30;39;77;4;0;0;0;0;0;0;0
PBANKA_0317061;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"635300;635536;635839;636158;636650";"635395;635754;635948;636480;636780";"-;-;-;-;-";879;440;62;107;92;151;124;77;62;105;29;4;0;0;0;0;0;4;1
PBANKA_0317081;"PbANKA_03_v3;PbANKA_03_v3";"638797;639027";"638946;639308";"-;-";432;18;0;0;0;20;0;27;0;14;7;1;0;0;0;0;0;0;0
PBANKA_0317101;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"642907;643054;643926";"642921;643836;644012";"+;+;+";885;414;72;62;30;58;134;50;23;39;64;2;0;0;0;0;0;0;0
PBANKA_0317121;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"645384;645726;646063;646457;646715;646919";"645530;645958;646172;646713;646724;646995";"-;-;-;-;-;-";834;632;125;75;115;131;194;113;54;44;88;3;0;0;7;4;0;0;0
PBANKA_0317141;"PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3";"648450;648673;648997;649271;649436;649814";"648524;648903;649100;649340;649673;649944";"-;-;-;-;-;-";849;70;5;20;4;13;54;3;28;19;16;0;0;0;0;0;0;0;0
PBANKA_0317161;"PbANKA_03_v3;PbANKA_03_v3";"652753;652985";"652758;653548";"+;+";570;1636;139;284;151;115;212;189;100;145;136;19;0;2;16;2;2;4;0
