id	new_id	description	old_id	gene_name	transcript_length
1898	PBANKA_0901200	peroxisome assembly protein 22, putative	PBANKA_090120	PEX22	654
1899	PBANKA_0901300	membrane associated erythrocyte binding-like protein	PBANKA_0901300;PBANKA_090130	MAEBL	5595
1900	PBANKA_0901300	membrane associated erythrocyte binding-like protein	PBANKA_0901300;PBANKA_090130	MAEBL	5658
1901	PBANKA_0901400	ATP synthase subunit delta, mitochondrial, putative	PBANKA_090140		465
1902	PBANKA_0901500	conserved Plasmodium protein, unknown function	PBANKA_090150		1605
1903	PBANKA_0901600	protein farnesyltransferase subunit beta, putative	PBANKA_090160	FTB	3045
1904	PBANKA_0901700	conserved Plasmodium protein, unknown function	PBANKA_090170		234
1905	PBANKA_0901800	conserved Plasmodium protein, unknown function	PBANKA_090180		3147
1906	PBANKA_0901900	tubulin--tyrosine ligase, putative	PBANKA_090190		8541
1907	PBANKA_0902000	dynein light chain, putative	PBANKA_090200		309
1908	PBANKA_0902100	sporozoite and liver stage asparagine-rich protein	PBANKA_090210	SLARP	9696
1909	PBANKA_0902200	protein YIPF6, putative	PBANKA_090220		561
1910	PBANKA_0902300	conserved Plasmodium protein, unknown function	PBANKA_090230;PBANKA_090240		8130
1911	PBANKA_0902400	kinesin-X4, putative	PBANKA_090250		2316
1912	PBANKA_0902500	oocyst rupture protein 1	PBANKA_090260	ORP1	2853
1913	PBANKA_0902600	leucine-rich repeat protein	PBANKA_090270	LRR10	915
1914	PBANKA_0902700	conserved Plasmodium protein, unknown function	PBANKA_090280		837
1915	PBANKA_0902800	conserved Plasmodium protein, unknown function	PBANKA_090290		501
1916	PBANKA_0902900	PH-like domain-containing protein, putative	PBANKA_090300		528
1917	PBANKA_0903000	ribosome assembly protein 4, putative	PBANKA_090310	RSA4	1989
1918	PBANKA_0903100	conserved Plasmodium protein, unknown function	PBANKA_090315		981
1919	PBANKA_0903200	conserved Plasmodium protein, unknown function	PBANKA_090320		2814
1920	PBANKA_0903300	bicoid-interacting protein BIN3, putative	PBANKA_090330		1128
1921	PBANKA_0903400	TMEM65 domain-containing protein, putative	PBANKA_090340		2106
1922	PBANKA_0903500	ABC transporter B family member 3, putative	PBANKA_090350	ABCB3	2316
1923	PBANKA_0903600	dynamin-like protein, putative	PBANKA_090360	DYN1	2445
1924	PBANKA_0903700	cysteine-rich PDZ-binding protein, putative	PBANKA_090370	CRIPT	273
1925	PBANKA_0903800	serine/threonine protein kinase, putative	PBANKA_090380		2898
1926	PBANKA_0903900	coatomer subunit gamma, putative	PBANKA_090390	SEC21	2940
1927	PBANKA_0904000	conserved Plasmodium protein, unknown function	PBANKA_090400		1791
1928	PBANKA_0904100	ras-related protein Rab-6	PBANKA_090410	RAB6	624
1929	PBANKA_0904200	conserved Plasmodium protein, unknown function	PBANKA_090420		1479
1930	PBANKA_0904300	apicoplast import protein Tic20, putative	PBANKA_090430	TIC20	786
1931	PBANKA_0904400	transcription initiation factor IIF subunit beta, putative	PBANKA_090440	TFG2	924
1932	PBANKA_0904500	SUMO-activating enzyme subunit 1, putative	PBANKA_090450	AOS1	1098
1933	PBANKA_0904600	conserved Plasmodium protein, unknown function	PBANKA_090460		3576
1934	PBANKA_0904700	60S ribosomal protein L41, putative	PBANKA_090470		120
1935	PBANKA_0904800	conserved Plasmodium protein, unknown function	PBANKA_090480		888
1936	PBANKA_0904900	mitochondrial large subunit ribosomal protein, putative	PBANKA_090490		390
1937	PBANKA_0905000	40S ribosomal protein S21, putative	PBANKA_090500	RPS21	249
1938	PBANKA_0905100	ATP-dependent (S)-NAD(P)H-hydrate dehydratase, putative	PBANKA_090510		1083
1939	PBANKA_0905200	oocyst capsule protein Cap93	PBANKA_090520	CAP93	2358
1940	PBANKA_0905300	conserved Plasmodium protein, unknown function	PBANKA_090530		2481
1941	PBANKA_0905400	conserved Plasmodium protein, unknown function	PBANKA_090540		717
1942	PBANKA_0905500	conserved Plasmodium protein, unknown function	PBANKA_090550		2541
1943	PBANKA_0905600	translation initiation factor eIF-1A, putative	PBANKA_090560		468
1944	PBANKA_0905700	DNA-directed RNA polymerases I and III subunit RPAC1, putative	PBANKA_090570	RPC40	1005
1945	PBANKA_0905800	DnaJ protein, putative	PBANKA_090580		978
1946	PBANKA_0905900	AP2 domain transcription factor AP2-O	PBANKA_090590	AP2-O	4191
1947	PBANKA_0906000	alpha/beta hydrolase, putative	PBANKA_090600		1047
1948	PBANKA_0906100	conserved Plasmodium protein, unknown function	PBANKA_090610		1200
1949	PBANKA_0906200	ATP synthase-associated protein, putative	PBANKA_090620		828
1950	PBANKA_0906300	methyltransferase, putative	PBANKA_090630		1605
1951	PBANKA_0906400	60S ribosomal protein L35ae, putative	PBANKA_090640		432
1952	PBANKA_0906500	60S ribosomal protein L28, putative	PBANKA_090650		381
1953	PBANKA_0906600	coproporphyrinogen-III oxidase, putative	PBANKA_090660	CPO	1443
1954	PBANKA_0906700	conserved Plasmodium protein, unknown function	PBANKA_090670		4608
1955	PBANKA_0906800	conserved Plasmodium protein, unknown function	PBANKA_090680		702
1956	PBANKA_0906900	conserved Plasmodium protein, unknown function	PBANKA_090690		7011
1957	PBANKA_0907000	heptatricopeptide repeat-containing protein, putative	PBANKA_090700		1899
1958	PBANKA_0907100	inner membrane complex protein 1b	PBANKA_090710	IMC1b	1608
1959	PBANKA_0907200	EELM2 domain-containing protein, putative	PBANKA_090720		1188
1960	PBANKA_0907300	OTU domain-containing protein, putative	PBANKA_090730		936
1961	PBANKA_0907400	dolichol-phosphate mannosyltransferase, putative	PBANKA_090740	DPM1	771
1962	PBANKA_0907500	conserved Plasmodium protein, unknown function	PBANKA_090750		900
1963	PBANKA_0907600	phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative	PBANKA_090760	PIGH	792
1964	PBANKA_0907700	apical polar ring protein APR1, putative	PBANKA_090770	APR1	2913
1965	PBANKA_0907800	ATP synthase-associated protein, putative	PBANKA_090780		336
1966	PBANKA_0907900	conserved Plasmodium protein, unknown function	PBANKA_090790		6483
1967	PBANKA_0908000	conserved Plasmodium protein, unknown function	PBANKA_090800		2421
1968	PBANKA_0908100	NdP1 protein, putative	PBANKA_090810		5268
1969	PBANKA_0908200	conserved Plasmodium protein, unknown function	PBANKA_090820		2103
1970	PBANKA_0908300	chromo domain-containing protein, putative	PBANKA_090830		5859
1971	PBANKA_0908400	conserved Plasmodium protein, unknown function	PBANKA_090840		4599
1972	PBANKA_0908500	myosin K	PBANKA_090850	MyoK	4890
1973	PBANKA_0908600	conserved Plasmodium protein, unknown function	PBANKA_090860		501
1974	PBANKA_0908700	P-loop containing nucleoside triphosphate hydrolase, putative	PBANKA_090870		1095
1975	PBANKA_0908800	conserved Plasmodium protein, unknown function	PBANKA_090880		948
1976	PBANKA_0908900	V-type proton ATPase subunit F, putative	PBANKA_090890		390
1977	PBANKA_0909000	carbonic anhydrase, putative	PBANKA_090900	CA	1902
1978	PBANKA_0909100	ER membrane protein complex subunit 8, putative	PBANKA_090910	EMC8	597
1979	PBANKA_0909200	conserved Plasmodium protein, unknown function	PBANKA_090920		6108
1980	PBANKA_0909300	adrenodoxin reductase, putative	PBANKA_090930		1545
1981	PBANKA_0909400	conserved Plasmodium protein, unknown function	PBANKA_090940		1785
1982	PBANKA_0909500	AAA family ATPase, putative	PBANKA_090950		1743
1983	PBANKA_0909600	AP2 domain transcription factor AP2-G5, putative	PBANKA_090960	ApiAP2	6579
1984	PBANKA_0909700	VPS9 domain-containing protein, putative	PBANKA_090970		1125
1985	PBANKA_0909800	RNA-binding protein, putative	PBANKA_090980		4443
1986	PBANKA_0909900	WD repeat-containing protein, putative	PBANKA_090990		4887
1987	PBANKA_0910000	protein KIC5, putative	PBANKA_091000		5193
1988	PBANKA_0910100	beta-catenin-like protein 1, putative	PBANKA_091010		1569
1989	PBANKA_0910200	protein phosphatase PPM2	PBANKA_091020	PPM2	2364
1990	PBANKA_0910300	guanylyl cyclase alpha, putative	PBANKA_091030	GCalpha	11580
1991	PBANKA_0910350	conserved protein, unknown function	NA		297
1992	PBANKA_0910400	conserved protein, unknown function	PBANKA_091040		432
1993	PBANKA_0910500	conserved protein, unknown function	PBANKA_091050		558
1994	PBANKA_0910600	ubiquitin-related modifier 1, putative	PBANKA_091060	URM1	378
1995	PBANKA_0910700	conserved Plasmodium protein, unknown function	PBANKA_091070		7872
1996	PBANKA_0910800	conserved Plasmodium protein, unknown function	PBANKA_091080		2229
1997	PBANKA_0910900	sporozoite surface protein essential for liver stage development	PBANKA_091090	SPELD	444
1998	PBANKA_0911000	calcium-binding protein, putative	PBANKA_091100		2178
1999	PBANKA_0911100	conserved Plasmodium protein, unknown function	PBANKA_091110		1290
2000	PBANKA_0911200	ribosomal protein S14, apicoplast, putative	PBANKA_091120		510
2001	PBANKA_0911300	UVB-resistance protein UVR8 homologue, putative	PBANKA_091130		1281
2002	PBANKA_0911400	CLPTM1 domain-containing protein, putative	PBANKA_091140		1947
2003	PBANKA_0911500	apical exonemal protein, putative	PBANKA_091150	AEP	1341
2004	PBANKA_0911600	ribosomal protein S9, mitochondrial, putative	PBANKA_091160		897
2005	PBANKA_0911650	U2 spliceosomal RNA	PBANKA_091165		200
2006	PBANKA_0911700	subtilisin-like protease 2	PBANKA_091170	SUB2	3693
2007	PBANKA_0911800	DnaJ protein, putative	PBANKA_091180		1104
2008	PBANKA_0911900	armadillo-interacting protein AIP, putative	PBANKA_091190	AIP	1266
2009	PBANKA_0912000	conserved Plasmodium protein, unknown function	PBANKA_091200		3075
2010	PBANKA_0912100	casein kinase 1, putative	PBANKA_091210	CK1	972
2011	PBANKA_0912200	signal recognition particle subunit SRP72, putative	PBANKA_091220	SRP72	2400
2012	PBANKA_0912300	tudor staphylococcal nuclease, putative	PBANKA_091230	TSN	3042
2013	PBANKA_0912400	conserved Plasmodium protein, unknown function	PBANKA_091240		2034
2014	PBANKA_0912500	conserved Plasmodium protein, unknown function	PBANKA_091250		1800
2015	PBANKA_0912600	conserved Plasmodium protein, unknown function	PBANKA_091260		9744
2016	PBANKA_0912700	3-oxo-5-alpha-steroid 4-dehydrogenase, putative	PBANKA_091270		891
2017	PBANKA_0912800	conserved Plasmodium protein, unknown function	PBANKA_091280		444
2018	PBANKA_0912900	conserved Plasmodium protein, unknown function	PBANKA_091290		231
2019	PBANKA_0913000	condensin-2 complex subunit D3, putative	PBANKA_091300	CAPD3	5121
2020	PBANKA_0913100	conserved protein, unknown function	PBANKA_091310		1035
2021	PBANKA_0913200	conserved Plasmodium membrane protein, unknown function	PBANKA_091320		1248
2022	PBANKA_0913300	regulator of chromosome condensation, putative	PBANKA_091330		2940
2023	PBANKA_0913400	protein phosphatase PPM8	PBANKA_091340	PPM8	1734
2024	PBANKA_0913500	PQ-loop repeat-containing protein	PBANKA_091350		693
2025	PBANKA_0913600	conserved Plasmodium protein, unknown function	PBANKA_091360		1863
2026	PBANKA_0913700	coatomer subunit delta, putative	PBANKA_091370		1485
2027	PBANKA_0913800	DNA-directed RNA polymerase I subunit RPA2, putative	PBANKA_091380	RPA2	4425
2028	PBANKA_0913900	alpha/beta hydrolase, putative	PBANKA_091390		4692
2029	PBANKA_0914000	WPP motif-containing protein, putative	PBANKA_091400		525
2030	PBANKA_0914100	erythrocyte membrane and merozoite antigen EMMA1, putative	PBANKA_091410		6288
2031	PBANKA_0914200	conserved Plasmodium protein, unknown function	PBANKA_091420		5535
2032	PBANKA_0914300	protein disulfide-isomerase, putative	PBANKA_091430		1272
2033	PBANKA_0914400	heat shock protein 70, putative	PBANKA_091440	UIS24	1992
2034	PBANKA_0914500	conserved Plasmodium protein, unknown function	PBANKA_091450		3942
2035	PBANKA_0914600	RNA (uracil-5-)methyltransferase, putative	PBANKA_091460		2373
2036	PBANKA_0914700	FHA domain-containing protein, putative	PBANKA_091470		1995
2037	PBANKA_0914800	conserved Plasmodium protein, unknown function	PBANKA_091480		1839
2038	PBANKA_0914900	conserved protein, unknown function	PBANKA_091490		1155
2039	PBANKA_0915000	apical membrane antigen 1	PBANKA_091500	AMA1	1671
2040	PBANKA_0915100	LEM3/CDC50 family protein, putative	PBANKA_091510	CDC50B	1122
2041	PBANKA_0915200	conserved Plasmodium protein, unknown function	PBANKA_091520		3834
2042	PBANKA_0915300	conserved Plasmodium protein, unknown function	PBANKA_091530		3093
2043	PBANKA_0915400	conserved Plasmodium protein, unknown function	PBANKA_091540		90
2044	PBANKA_0915500	glycine cleavage system H protein, putative	PBANKA_091550	GCVH	600
2045	PBANKA_0915600	aquaglyceroporin	PBANKA_091560	AQP	777
2046	PBANKA_0915700	50S ribosomal protein L2, putative	PBANKA_091570		1005
2047	PBANKA_0915800	pre-mRNA-splicing factor 38A, putative	PBANKA_091580	PRP38A	1089
2048	PBANKA_0915900	amino acid transporter, putative	PBANKA_091590		4029
2049	PBANKA_0916000	conserved Plasmodium protein, unknown function	PBANKA_091600		3342
2050	PBANKA_0916100	nucleic acid binding protein, putative	PBANKA_091610		822
2051	PBANKA_0916200	T-complex protein 1 subunit alpha, putative	PBANKA_091620	TCP1	1632
2052	PBANKA_0916300	RNA-binding protein, putative	PBANKA_091630		2739
2053	PBANKA_0916400	ubiquitin-like protein, putative	PBANKA_091640		2328
2054	PBANKA_0916500	conserved Plasmodium protein, unknown function	PBANKA_091650		2157
2055	PBANKA_0916600	oxysterol-binding protein, putative	PBANKA_091660		3591
2056	PBANKA_0916650	conserved Plasmodium protein, unknown function	PBANKA_091665		411
2057	PBANKA_0916700	conserved Plasmodium protein, unknown function	PBANKA_091670		792
2058	PBANKA_0916800	conserved Plasmodium protein, unknown function	PBANKA_091680		4527
2059	PBANKA_0916900	conserved Plasmodium protein, unknown function	PBANKA_091690		1338
2060	PBANKA_0917000	conserved Plasmodium protein, unknown function	PBANKA_091700		1182
2061	PBANKA_0917100	serpentine receptor 1, putative	PBANKA_091710	SR1	1887
2062	PBANKA_0917200	RNA-binding protein s1, putative	PBANKA_091720		435
2063	PBANKA_0917300	conserved Plasmodium protein, unknown function	PBANKA_091730		3528
2064	PBANKA_0917400	armadillo repeat protein PF16	PBANKA_091740	PF16	1530
2065	PBANKA_0917500	structural maintenance of chromosomes protein 1, putative	PBANKA_091750;PBANKA_091760	SMC1	4863
2066	PBANKA_0917700	methyltransferase, putative	PBANKA_091770		2277
2067	PBANKA_0917800	conserved oligomeric Golgi complex subunit 2, putative	PBANKA_091780	COG2	2835
2068	PBANKA_0917900	26S protease regulatory subunit 6A, putative	PBANKA_091790	RPT5	1356
2069	PBANKA_0917980	small nucleolar RNA snoR14a	PBANKA_091798		106
2070	PBANKA_0917990	small nucleolar RNA snoR13	PBANKA_091799		95
2071	PBANKA_0918000	60S acidic ribosomal protein P0, putative	PBANKA_091800		948
2072	PBANKA_0918100	60S ribosomal protein L38, putative	PBANKA_091810	RPL38	246
2073	PBANKA_0918200	phosphoacetylglucosamine mutase, putative	PBANKA_091820		2214
2074	PBANKA_0918300	major facilitator superfamily-related transporter, putative	PBANKA_091830	MFR5	1503
2075	PBANKA_0918400	conserved Plasmodium protein, unknown function	PBANKA_091840		834
2076	PBANKA_0918500	conserved Plasmodium protein, unknown function	PBANKA_091850		531
2077	PBANKA_0918600	phosphatidylinositol-4-phosphate 5-kinase, putative	PBANKA_091860		3051
2078	PBANKA_0918700	A/G-specific adenine glycosylase, putative	PBANKA_091870		1851
2079	PBANKA_0918800	rRNA (cytosine-C(5))-methyltransferase, putative	PBANKA_091880	NOP2	1854
2080	PBANKA_0918900	conserved Plasmodium protein, unknown function	PBANKA_091890		5364
2081	PBANKA_0919000	26S proteasome regulatory subunit RPN7, putative	PBANKA_091900	RPN7	1182
2082	PBANKA_0919100	parasitophorous vacuolar protein 1	PBANKA_091910	PV1	1167
2083	PBANKA_0919200	fam-d protein	PBANKA_091920		777
2084	PBANKA_0919300	spermidine synthase, putative	PBANKA_091930		966
2085	PBANKA_0919400	conserved protein, unknown function	PBANKA_091940		1833
2086	PBANKA_0919500	GPI-anchor transamidase, putative	PBANKA_091950	GPI8	1389
2087	PBANKA_0919600	CCR4-NOT transcription complex subunit 2, putative	PBANKA_091960	NOT2	1998
2088	PBANKA_0919700	Fe-S cluster assembly factor HCF101, putative	PBANKA_091970	mHCF101	1956
2089	PBANKA_0919800	bifunctional farnesyl/geranylgeranyl diphosphate synthase, putative	PBANKA_091980	FPPS/GGPPS	1131
2090	PBANKA_0919900	ATP-dependent 6-phosphofructokinase, putative	PBANKA_091990	PFK11	4134
2091	PBANKA_0920000	multiprotein-bridging factor 1, putative	PBANKA_092000	MBF1	411
2092	PBANKA_0920100	prefoldin subunit 5, putative	PBANKA_092010		672
2093	PBANKA_0920300	conserved Plasmodium protein, unknown function	PBANKA_092020;PBANKA_092030		2109
2094	PBANKA_0920400	conserved Plasmodium protein, unknown function	PBANKA_092040		5709
2095	PBANKA_0920500	conserved Plasmodium protein, unknown function	PBANKA_092050		1386
2096	PBANKA_0920600	TFIIS central domain-containing protein, putative	PBANKA_092060		2481
2097	PBANKA_0920700	conserved Plasmodium protein, unknown function	PBANKA_092070		1320
2098	PBANKA_0920800	CRAL/TRIO domain-containing protein, putative	PBANKA_092080		900
2099	PBANKA_0920900	protein disulfide-isomerase, putative	PBANKA_092090		1290
2100	PBANKA_0921000	conserved Plasmodium protein, unknown function	PBANKA_092100		471
2101	PBANKA_0921100	tRNA (guanine-N(7)-)-methyltransferase, putative	PBANKA_092110		858
2102	PBANKA_0921200	conserved Plasmodium protein, unknown function	PBANKA_092120		213
2103	PBANKA_0921300	deoxyuridine 5'-triphosphate nucleotidohydrolase, putative	PBANKA_092130		528
2104	PBANKA_0921400	protein phosphatase, putative	PBANKA_092140		867
2105	PBANKA_0921500	small nuclear ribonucleoprotein F, putative	PBANKA_092150	SNRPF	261
2106	PBANKA_0921600	alternative splicing factor SR-MG	PBANKA_092160	SR-MG	2187
2107	PBANKA_0921700	conserved Plasmodium protein, unknown function	PBANKA_092170	ATG23	2478
2108	PBANKA_0921800	steryl ester hydrolase, putative	PBANKA_092180		1779
2109	PBANKA_0921900	WD repeat-containing protein, putative	PBANKA_092190		3507
2110	PBANKA_0922000	DnaJ protein, putative	PBANKA_092200		1221
2111	PBANKA_0922100	40S ribosomal protein S18, putative	PBANKA_092210	RPS18	471
2112	PBANKA_0922200	autophagy-related protein 7, putative	PBANKA_092220	ATG7	3165
2113	PBANKA_0922300	threonine--tRNA ligase, putative	PBANKA_092230	ThrRS	2673
2114	PBANKA_0922400	XTBD domain-containing protein, putative	PBANKA_092240		297
2115	PBANKA_0922500	kelch domain-containing protein, putative	PBANKA_092250		1668
2116	PBANKA_0922600	kelch domain-containing protein, putative	PBANKA_092260		1548
