gene	Male gametcytes	difference.x	differencesd.x	p.x	diffmax.x	diffmin.x	phenotype.x	Condition.y	Female gametocytes	differencesd.y	p.y	diffmax.y	diffmin.y	power.y	minmax	classification												
PBANKA_110640	GFPsort	-0.077620797	0.127846034	0.271878081	0.178071272	-0.333312865	notreduced	RFPsort	0.062851669	0.131370105	0.683828637	0.325591879	-0.199888541	notreduced	0.178071272	None												
PBANKA_020990	GFPsort	-0.07710188	0.180627667	0.334742356	0.284153454	-0.438357215	notreduced	RFPsort	0.005123046	0.177176097	0.511533807	0.359475241	-0.349229148	notreduced	0.284153454	None												
PBANKA_102730	GFPsort	-0.076930813	0.091332705	0.199806119	0.105734598	-0.259596224	notreduced	RFPsort	-0.159424779	0.094716701	0.046170614	0.030008624	-0.348858181	notreduced	0.030008624	None												
PBANKA_121630	GFPsort	-0.075025534	0.218294342	0.365539799	0.36156315	-0.511614218	notreduced	RFPsort	-0.058870798	0.2494562	0.406717681	0.440041602	-0.557783197	notreduced	0.36156315	None												
PBANKA_090600	GFPsort	-0.074119626	0.174818405	0.335789952	0.275517184	-0.423756437	notreduced	RFPsort	0.224081522	0.169917383	0.906376573	0.563916289	-0.115753245	notreduced	0.275517184	None												
PBANKA_140860	GFPsort	-0.073467732	0.191297563	0.350470883	0.309127395	-0.456062858	notreduced	RFPsort	0.118906051	0.202291749	0.721665004	0.523489548	-0.285677446	notreduced	0.309127395	None												
PBANKA_070700	GFPsort	-0.07290117	0.140751716	0.302249506	0.208602262	-0.354404602	notreduced	RFPsort	0.160192929	0.143358542	0.868094435	0.446910013	-0.126524155	notreduced	0.208602262	None												
PBANKA_080630	GFPsort	-0.070785802	0.120352952	0.278215213	0.169920102	-0.311491706	notreduced	RFPsort	0.052226894	0.119703885	0.668690727	0.291634664	-0.187180877	notreduced	0.169920102	None												
PBANKA_081180	GFPsort	-0.070281261	0.22719338	0.378529343	0.384105499	-0.52466802	notreduced	RFPsort	0.171115877	0.23569178	0.766085355	0.642499436	-0.300267682	notreduced	0.384105499	None												
PBANKA_124100	GFPsort	-0.069442715	0.092177918	0.225618245	0.114913122	-0.253798552	notreduced	RFPsort	-0.474907287	0.106186347	3.87E-06	-0.262534592	-0.687279982	notreduced	-0.262534592	None												
PBANKA_102210	GFPsort	-0.069361414	0.064894394	0.142571962	0.060427373	-0.199150201	notreduced	RFPsort	0.189027577	0.06714357	0.99756322	0.323314717	0.054740437	notreduced	0.060427373	None												
PBANKA_122540	GFPsort	-0.069207278	0.231982031	0.382725525	0.394756784	-0.53317134	notreduced	RFPsort	0.338299995	0.229670165	0.929622042	0.797640324	-0.121040334	notreduced	0.394756784	None												
PBANKA_030980	GFPsort	-0.06810963	0.27522233	0.402271747	0.482335031	-0.61855429	notreduced	RFPsort	-0.104545242	0.270449133	0.349540405	0.436353023	-0.645443508	notreduced	0.436353023	None												
PBANKA_142930	GFPsort	-0.066594309	0.338615443	0.42204427	0.610636578	-0.743825195	notreduced	RFPsort	-0.229702544	0.355658851	0.259188001	0.481615158	-0.941020246	notreduced	0.481615158	None												
PBANKA_120790	GFPsort	-0.06470414	0.149307395	0.332375929	0.23391065	-0.36331893	notreduced	RFPsort	-0.117142514	0.151372527	0.219504117	0.18560254	-0.419887568	notreduced	0.18560254	None												
PBANKA_010470	GFPsort	-0.064048847	0.053130976	0.114007147	0.042213105	-0.170310798	notreduced	RFPsort	-0.214128434	0.051802617	1.79E-05	-0.110523201	-0.317733668	notreduced	-0.110523201	None												
PBANKA_082640	GFPsort	-0.0598533	0.073683664	0.208309521	0.087514027	-0.207220627	notreduced	RFPsort	0.250371054	0.069195463	0.999851737	0.388761979	0.111980128	notreduced	0.087514027	None												
PBANKA_123070	GFPsort	-0.059389977	0.114654694	0.302232649	0.169919411	-0.288699364	notreduced	RFPsort	-0.1152057	0.124662849	0.177707185	0.134119998	-0.364531399	notreduced	0.134119998	None												
PBANKA_070160	GFPsort	-0.058777141	0.185295436	0.375542999	0.311813731	-0.429368014	notreduced	RFPsort	0.118844317	0.17936349	0.746203165	0.477571297	-0.239882664	notreduced	0.311813731	None												
PBANKA_141910	GFPsort	-0.05813992	0.157869165	0.356332552	0.257598409	-0.373878249	notreduced	RFPsort	-0.001833921	0.160808064	0.495450398	0.319782207	-0.323450049	notreduced	0.257598409	None												
PBANKA_121680	GFPsort	-0.057641533	0.12074497	0.316544895	0.183848407	-0.299131473	notreduced	RFPsort	0.077750559	0.129697409	0.725572438	0.337145378	-0.18164426	notreduced	0.183848407	None												
PBANKA_083180	GFPsort	-0.055105316	0.128488047	0.334007083	0.201870777	-0.31208141	notreduced	RFPsort	0.220344423	0.13313573	0.9510414	0.486615883	-0.045927037	notreduced	0.201870777	None												
PBANKA_132610	GFPsort	-0.053437824	0.153116663	0.363544387	0.252795501	-0.35967115	notreduced	RFPsort	0.086330818	0.14873095	0.719194261	0.383792717	-0.211131082	notreduced	0.252795501	None												
PBANKA_100010	GFPsort	-0.052660566	0.069422304	0.224059702	0.086184042	-0.191505173	notreduced	RFPsort	-0.10061149	0.064320224	0.058882027	0.028028958	-0.229251939	notreduced	0.028028958	None												
PBANKA_120680	GFPsort	-0.052273178	0.133312441	0.347488366	0.214351703	-0.318898059	notreduced	RFPsort	0.032618562	0.133079692	0.596812619	0.298777946	-0.233540823	notreduced	0.214351703	None												
PBANKA_135890	GFPsort	-0.051127889	0.156782613	0.372171745	0.262437337	-0.364693116	notreduced	RFPsort	0.005957962	0.157274524	0.515109342	0.32050701	-0.308591086	notreduced	0.262437337	None												
PBANKA_061840	GFPsort	-0.051011005	0.180950375	0.389007775	0.310889744	-0.412911754	notreduced	RFPsort	0.149264589	0.190678105	0.78313044	0.5306208	-0.232091621	notreduced	0.310889744	None												
PBANKA_093080	GFPsort	-0.050746868	0.168169372	0.381417336	0.285591877	-0.387085612	notreduced	RFPsort	-0.10254093	0.176486182	0.280615533	0.250431434	-0.455513293	notreduced	0.250431434	None												
PBANKA_141930	GFPsort	-0.050732276	0.404988676	0.450155542	0.759245077	-0.860709628	notreduced	RFPsort	0.256592285	0.413415854	0.732589597	1.083423993	-0.570239424	notreduced	0.759245077	None												
PBANKA_093210	GFPsort	-0.050699046	0.270400527	0.425635838	0.490102007	-0.5915001	notreduced	RFPsort	0.607462873	0.241402377	0.994071829	1.090267628	0.124658119	notreduced	0.490102007	None												
PBANKA_100520	GFPsort	-0.049987248	0.226457668	0.412649192	0.402928089	-0.502902585	notreduced	RFPsort	0.033229334	0.230577208	0.557294656	0.49438375	-0.427925082	notreduced	0.402928089	None												
PBANKA_111060	GFPsort	-0.046647784	0.167203859	0.390127215	0.287759935	-0.381055503	notreduced	RFPsort	0.133836956	0.164984746	0.791376901	0.463806448	-0.196132536	notreduced	0.287759935	None												
PBANKA_071120	GFPsort	-0.046062699	0.249663296	0.426810894	0.453263893	-0.545389292	notreduced	RFPsort	-0.163305219	0.275578106	0.276727314	0.387850993	-0.71446143	notreduced	0.387850993	None												
PBANKA_103240	GFPsort	-0.045392403	0.194360542	0.407668176	0.34332868	-0.434113486	notreduced	RFPsort	0.391771412	0.17666129	0.986710358	0.745093991	0.038448833	notreduced	0.34332868	None												
PBANKA_092550	GFPsort	-0.045151556	0.589486604	0.469472983	1.133821652	-1.224124764	nopower	RFPsort	0.086469425	0.606634706	0.556673071	1.299738837	-1.126799987	nopower	1.133821652	None												
PBANKA_082850	GFPsort	-0.044910198	0.227391573	0.421717517	0.409872948	-0.499693345	notreduced	RFPsort	0.139393752	0.246148823	0.714404619	0.631691397	-0.352903894	notreduced	0.409872948	None												
PBANKA_030510	GFPsort	-0.044346722	0.176459071	0.400785486	0.308571421	-0.397264864	notreduced	RFPsort	0.203588698	0.174870513	0.877833666	0.553329724	-0.146152328	notreduced	0.308571421	None												
PBANKA_132360	GFPsort	-0.043763988	0.17291909	0.400099566	0.302074192	-0.389602168	notreduced	RFPsort	0.160029277	0.18733296	0.803516899	0.534695198	-0.214636644	notreduced	0.302074192	None												
PBANKA_111510	GFPsort	-0.042247341	0.124566364	0.367246376	0.206885388	-0.29138007	notreduced	RFPsort	-0.175950338	0.127885259	0.084434761	0.07982018	-0.431720856	notreduced	0.07982018	None												
PBANKA_031200	GFPsort	-0.040597113	0.229819281	0.429892449	0.419041448	-0.500235675	notreduced	RFPsort	-0.181755489	0.274781955	0.254160759	0.367808421	-0.731319399	notreduced	0.367808421	None												
PBANKA_142700	GFPsort	-0.039943251	0.081896721	0.312871573	0.12385019	-0.203736692	notreduced	RFPsort	0.063633306	0.084935764	0.77312965	0.233504834	-0.106238222	notreduced	0.12385019	None												
PBANKA_140330	GFPsort	-0.039283746	0.381710721	0.459015229	0.724137696	-0.802705189	notreduced	RFPsort	-0.0953314	0.383886859	0.401938762	0.672442317	-0.863105118	notreduced	0.672442317	None												
PBANKA_051060	GFPsort	-0.038886058	0.166024189	0.407407391	0.293162319	-0.370934436	notreduced	RFPsort	0.184872964	0.173729467	0.856367996	0.532331898	-0.162585971	notreduced	0.293162319	None												
PBANKA_101620	GFPsort	-0.038797643	0.27798833	0.444501561	0.517179018	-0.594774304	notreduced	RFPsort	-0.332870029	0.295499315	0.129984092	0.2581286	-0.923868658	notreduced	0.2581286	None												
PBANKA_052240	GFPsort	-0.03872647	0.211411695	0.427328253	0.38409692	-0.46154986	notreduced	RFPsort	-0.139895315	0.234357537	0.275276672	0.328819758	-0.608610389	notreduced	0.328819758	None												
PBANKA_031340	GFPsort	-0.037922478	0.210094116	0.428379112	0.382265755	-0.45811071	notreduced	RFPsort	0.052797331	0.189762849	0.609581315	0.432323028	-0.326728366	notreduced	0.382265755	None												
PBANKA_123230	GFPsort	-0.037256041	0.114358739	0.372294575	0.191461437	-0.26597352	notreduced	RFPsort	-0.124922914	0.121579029	0.15209165	0.118235145	-0.368080972	notreduced	0.118235145	None												
PBANKA_134650	GFPsort	-0.037062545	0.09383071	0.346423748	0.150598876	-0.224723965	notreduced	RFPsort	0.071077159	0.093346856	0.776800062	0.25777087	-0.115616553	notreduced	0.150598876	None												
PBANKA_134380	GFPsort	-0.036370658	0.213929964	0.432500355	0.391489269	-0.464230585	notreduced	RFPsort	0.091819429	0.209622272	0.669315285	0.511063974	-0.327425116	notreduced	0.391489269	None												
PBANKA_124660	GFPsort	-0.034701051	0.16893183	0.418624138	0.303162609	-0.372564711	notreduced	RFPsort	-0.124770581	0.181980819	0.246474838	0.239191056	-0.488732218	notreduced	0.239191056	None												
PBANKA_031320	GFPsort	-0.034228179	0.152715296	0.41132782	0.271202412	-0.339658771	notreduced	RFPsort	-0.173767719	0.160749511	0.139852019	0.147731303	-0.49526674	notreduced	0.147731303	None												
PBANKA_100790	GFPsort	-0.032993397	0.31543124	0.458347501	0.597869082	-0.663855877	notreduced	RFPsort	-0.02676949	0.333622855	0.468023675	0.640476221	-0.694015201	notreduced	0.597869082	None												
PBANKA_101230	GFPsort	-0.032879736	0.223524879	0.44152791	0.414170021	-0.479929494	notreduced	RFPsort	0.264431004	0.240218898	0.864506369	0.744868799	-0.216006792	notreduced	0.414170021	None												
PBANKA_080550	GFPsort	-0.032463653	0.392732195	0.467060531	0.753000737	-0.817928042	notreduced	RFPsort	0.277266248	0.374105411	0.77069715	1.02547707	-0.470944574	notreduced	0.753000737	None												
PBANKA_071100	GFPsort	-0.031078729	0.151793431	0.418886238	0.272508134	-0.334665592	notreduced	RFPsort	-0.170675887	0.15440736	0.134501579	0.138138833	-0.479490607	notreduced	0.138138833	None												
PBANKA_071390	GFPsort	-0.030846464	0.212106786	0.44218611	0.393367108	-0.455060036	notreduced	RFPsort	0.095461121	0.206381135	0.678155702	0.50822339	-0.317301148	notreduced	0.393367108	None												
PBANKA_103010	GFPsort	-0.029142362	0.113371603	0.398569434	0.197600843	-0.255885568	notreduced	RFPsort	0.13654082	0.11312931	0.886273277	0.36279944	-0.0897178	notreduced	0.197600843	None												
PBANKA_093010	GFPsort	-0.029098278	0.078022954	0.354594656	0.12694763	-0.185144186	notreduced	RFPsort	0.059054728	0.081585347	0.765417978	0.222225422	-0.104115967	notreduced	0.12694763	None												
PBANKA_100710	GFPsort	-0.028439295	0.185541027	0.439089657	0.342642758	-0.399521349	notreduced	RFPsort	-0.06271311	0.215786084	0.385668574	0.368859059	-0.494285278	notreduced	0.342642758	None												
PBANKA_130310	GFPsort	-0.028199798	0.174618759	0.435852357	0.32103772	-0.377437316	notreduced	RFPsort	-0.026816663	0.186046059	0.442694994	0.345275456	-0.398908781	notreduced	0.32103772	None												
PBANKA_100550	GFPsort	-0.027809398	0.237425949	0.453379024	0.4470425	-0.502661296	notreduced	RFPsort	-0.824929631	0.274128042	0.001309313	-0.276673547	-1.373185715	nopower	-0.276673547	None												
PBANKA_070130	GFPsort	-0.02684427	0.11558082	0.408169823	0.204317369	-0.25800591	notreduced	RFPsort	-0.002837098	0.116294433	0.490268441	0.229751768	-0.235425964	notreduced	0.204317369	None												
PBANKA_071250	GFPsort	-0.026033609	0.210976178	0.450896777	0.395918748	-0.447985965	notreduced	RFPsort	0.181435097	0.20848347	0.807921191	0.598402038	-0.235531843	notreduced	0.395918748	None												
PBANKA_020610	GFPsort	-0.025589394	0.240900261	0.457702307	0.456211127	-0.507389916	notreduced	RFPsort	0.066499438	0.251149134	0.604410789	0.568797705	-0.435798829	notreduced	0.456211127	None												
PBANKA_120530	GFPsort	-0.02407722	0.316499756	0.469680342	0.608922292	-0.657076732	notreduced	RFPsort	0.277125166	0.296424797	0.825078015	0.86997476	-0.315724428	notreduced	0.608922292	None												
PBANKA_145190	GFPsort	-0.023571814	0.443882403	0.478824627	0.864192993	-0.911336621	notreduced	RFPsort	-0.251963202	0.456450573	0.290472311	0.660937943	-1.164864347	nopower	0.660937943	None												
PBANKA_103820	GFPsort	-0.022394551	0.094418095	0.406256656	0.166441639	-0.211230741	notreduced	RFPsort	0.064714709	0.091962853	0.759191712	0.248640414	-0.119210996	notreduced	0.166441639	None												
PBANKA_040670	GFPsort	-0.022128777	0.384148851	0.477031756	0.746168925	-0.790426478	notreduced	RFPsort	-0.16725461	0.461428074	0.358499791	0.755601538	-1.090110759	nopower	0.746168925	None												
PBANKA_133090	GFPsort	-0.02196243	0.217703166	0.459821884	0.413443902	-0.457368763	notreduced	RFPsort	0.07591152	0.222187901	0.633694581	0.520287321	-0.368464281	notreduced	0.413443902	None												
PBANKA_143430	GFPsort	-0.021914139	0.271339852	0.467815336	0.520765565	-0.564593844	notreduced	RFPsort	0.005628721	0.294592104	0.507622058	0.594812929	-0.583555487	notreduced	0.520765565	None												
PBANKA_010660	GFPsort	-0.021498311	0.256998895	0.46666681	0.492499479	-0.535496101	notreduced	RFPsort	0.257794292	0.259126836	0.840097227	0.776047965	-0.26045938	notreduced	0.492499479	None												
PBANKA_140450	GFPsort	-0.021042679	0.456543579	0.481618748	0.89204448	-0.934129837	notreduced	RFPsort	0.124606889	0.434563752	0.612844365	0.993734392	-0.744520614	notreduced	0.89204448	None												
PBANKA_070820	GFPsort	-0.020824844	0.19151756	0.456705962	0.362210275	-0.403859964	notreduced	RFPsort	-0.046788809	0.199541937	0.407305759	0.352295065	-0.445872684	notreduced	0.352295065	None												
PBANKA_021450	GFPsort	-0.019520036	0.201825432	0.4614754	0.384130828	-0.423170901	notreduced	RFPsort	0.118391652	0.199883316	0.72317642	0.518158284	-0.281374981	notreduced	0.384130828	None												
PBANKA_112020	GFPsort	-0.019504843	0.281733275	0.472402638	0.543961707	-0.582971394	notreduced	RFPsort	-0.150084069	0.289075074	0.301815113	0.428066078	-0.728234217	notreduced	0.428066078	None												
PBANKA_112240	GFPsort	-0.01778229	0.445787375	0.484090562	0.873792461	-0.909357041	notreduced	RFPsort	-0.032319417	0.501397158	0.474302489	0.970474898	-1.035113733	nopower	0.873792461	None												
PBANKA_041190	GFPsort	-0.017654849	0.220345638	0.468069543	0.423036427	-0.458346125	notreduced	RFPsort	0.019455795	0.216073171	0.535873327	0.451602137	-0.412690547	notreduced	0.423036427	None												
PBANKA_135250	GFPsort	-0.017508995	0.315966356	0.477904276	0.614423716	-0.649441707	notreduced	RFPsort	0.242622152	0.316489524	0.778341517	0.875601199	-0.390356896	notreduced	0.614423716	None												
PBANKA_110780	GFPsort	-0.01627161	0.089922523	0.428202848	0.163573437	-0.196116656	notreduced	RFPsort	0.042582204	0.08965793	0.682585395	0.221898063	-0.136733656	notreduced	0.163573437	None												
PBANKA_060610	GFPsort	-0.0159061	0.094218544	0.43296859	0.172530987	-0.204343187	notreduced	RFPsort	0.021428554	0.093853372	0.590301061	0.209135297	-0.16627819	notreduced	0.172530987	None												
PBANKA_090020	GFPsort	-0.015097662	0.245560745	0.475487518	0.476023828	-0.506219153	notreduced	RFPsort	0.256374587	0.246705548	0.850642421	0.749785683	-0.23703651	notreduced	0.476023828	None												
PBANKA_132100	GFPsort	-0.014929595	0.156423082	0.46198121	0.297916569	-0.32777576	notreduced	RFPsort	-0.312707955	0.174937769	0.036925267	0.037167582	-0.662583493	notreduced	0.037167582	None												
PBANKA_062070	GFPsort	-0.013934048	0.10778299	0.448568551	0.201631932	-0.229500028	notreduced	RFPsort	0.262812495	0.105631669	0.993576968	0.474075832	0.051549157	notreduced	0.201631932	None												
PBANKA_050265	GFPsort	-0.012146767	0.132172992	0.463388539	0.252199216	-0.27649275	notreduced	RFPsort	0.129789851	0.126190472	0.84814815	0.382170795	-0.122591094	notreduced	0.252199216	None												
PBANKA_091860	GFPsort	-0.012047939	0.154972587	0.469016488	0.297897234	-0.321993112	notreduced	RFPsort	0.074678269	0.15557379	0.684392816	0.385825849	-0.236469311	notreduced	0.297897234	None												
PBANKA_080430	GFPsort	-0.01132122	0.178011945	0.474645126	0.34470267	-0.36734511	notreduced	RFPsort	-0.043350487	0.18588903	0.407800619	0.328427572	-0.415128546	notreduced	0.328427572	None												
PBANKA_093390	GFPsort	-0.011304694	0.184604235	0.475585049	0.357903777	-0.380513165	notreduced	RFPsort	0.105121013	0.189584813	0.710374851	0.484290639	-0.274048614	notreduced	0.357903777	None												
PBANKA_083240	GFPsort	-0.01019532	0.306153757	0.486717156	0.602112194	-0.622502834	notreduced	RFPsort	-0.339511809	0.360276965	0.173003321	0.381042121	-1.060065739	nopower	0.381042121	None												
PBANKA_041010	GFPsort	-0.009511293	0.106146393	0.464300384	0.202781492	-0.221804078	notreduced	RFPsort	0.023542276	0.112868107	0.582612788	0.24927849	-0.202193939	notreduced	0.202781492	None												
